i,n_samples,noise,SR,SR_time,TPOT,TPOTSR,AK,AKSR,LR,timeTPOT,timeTPOTSR,timeAK,timeAKSR,meanguess,generations,function_set,epochs,max_TPOT_time,TPOT_maximizer,AK_maximizer,polynomial,n_variables,n_terms,degree,best_pars_coef,y_std,y_mean,y_abs_mean,y_range,r2
1040,5000,0.05,3.701149937,26.53761721,0.773946908,0.401236056,0.563964342,0.390407793,10.16450106,601.3650703,603.7293746,388.6037893,213.8133278,10.1826126,50,"['add', 'sub', 'mul', 'div']",,10,0.773946908,0.390407793,x3*(x3**2*x4**3 + x4 + 1),4,3,3,0.005,10.009,0.0422,5.0474,123.36,-0.001459121
1041,5000,0.05,0.121204558,26.99938846,0.12167215,0.12110729,0.130957103,0.127950308,1.760386701,602.1968398,601.4812658,67.75876117,18.98179436,3.17845511,50,"['add', 'sub', 'mul', 'div']",,10,0.12110729,0.127950308,x1*(x1 + x2**2 + 1),2,3,2,0.01,3.2162,1.28,2.4372,19.091,0.693127862
1042,5000,0.05,0.098119865,27.26601505,0.186778473,0.098308158,0.131103961,0.111043485,3.000273407,601.2811391,600.1825299,68.64693475,27.85073113,2.999579984,50,"['add', 'sub', 'mul', 'div']",,10,0.098308158,0.111043485,x1*x3*(x2 + 2),3,3,1,0.03,3.0245,-0.0173,1.953,27.962,-0.000497174
1043,5000,0.05,0.080847261,26.29551291,0.082674291,0.080910183,0.123845032,0.096939861,2.334734955,603.094439,611.6603923,142.8501031,23.50016809,2.336330873,50,"['add', 'sub', 'mul', 'div']",,10,0.080910183,0.096939861,x3*(x1*x2 + x1 + x2),3,3,1,0.01,2.3885,-0.0285,1.5956,26.593,0.000298501
1044,5000,0.05,11.52823769,29.7093277,8.052893638,7.274184251,3.823524232,3.432566897,14.12035525,602.7149968,603.8262672,450.1378591,313.8074961,14.10289911,50,"['add', 'sub', 'mul', 'div']",,10,7.274184251,3.432566897,x2*(x1*x2*x4**3*x5 + x2**2*x4**3 + x3*x4**2*x5**3 + x5**3),5,4,3,0.05,14.166,-0.1843,6.4965,286.2,-0.002479144
1045,5000,0.05,0.150046286,27.40429974,0.151832381,0.14981171,0.174505476,0.151769752,1.72309326,601.0845103,600.1096566,36.99667263,17.55040288,4.278663257,50,"['add', 'sub', 'mul', 'div']",,10,0.151832381,0.151769752,x1*(x1**2 + x1 + 1),1,3,3,0.005,4.1768,1.28,2.9037,20.342,0.83749187
1046,5000,0.05,0.309872044,27.67865205,0.310348649,0.310487934,0.314965212,0.315645834,2.39963231,610.488764,600.5087407,78.39406538,20.77554417,8.261688931,50,"['add', 'sub', 'mul', 'div']",,10,0.310487934,0.315645834,2*x1*(x1**2 + 1),1,4,3,0.005,8.1709,-0.0435,5.9944,40.678,0.915630476
1047,5000,0.05,0.227882888,28.57342815,0.227909634,0.228054691,0.258483846,0.237326439,3.160858486,604.97684,600.3076267,78.3473959,29.67418432,4.322782051,50,"['add', 'sub', 'mul', 'div']",,10,0.227909634,0.237326439,2*x1**2 + x2**2*x3 + x2**2 + x3,3,5,2,0.05,4.1443,4.0371,4.4748,26.739,0.465326379
1048,5000,0.05,0.147851051,26.83121872,0.147902452,0.14824782,0.149017119,0.148515572,0.147855033,600.6505497,600.2267985,16.19835758,14.30362916,3.435945116,50,"['add', 'sub', 'mul', 'div']",,10,0.147902452,0.148515572,3*x1,1,3,1,0.005,3.4424,-0.0824,2.9825,12.778,0.998145769
1049,5000,0.05,5.015972202,27.28243804,2.891077213,2.050462174,1.094753176,0.484880826,6.293671239,600.0673301,601.1051817,452.8499658,297.4030468,8.003073161,50,"['add', 'sub', 'mul', 'div']",,10,2.891077213,0.484880826,x2*(x1**2*x2*x3**2*x4 + x2**2 + 1),4,3,3,0.005,7.5918,0.045,4.205,153.91,0.380689536
1050,5000,0.05,0.123496358,26.55248427,0.163123227,0.123619383,0.135924878,0.128176189,1.808414156,605.5492618,602.1466494,64.23659158,21.19778776,3.199671265,50,"['add', 'sub', 'mul', 'div']",,10,0.163123227,0.128176189,x1**2*x2 + x1**2 + x2,2,3,2,0.005,3.2189,1.264,2.5062,19.852,0.680545529
1051,5000,0.05,1.581832572,30.30686235,0.824351791,0.654588847,0.452311562,0.323891359,5.320086684,602.3727369,671.812248,116.3881221,101.3546798,5.730332009,50,"['add', 'sub', 'mul', 'div']",,10,0.654588847,0.323891359,x1**2*x2**2*x3**2 + x1**2*x2 + x1**2 + x1*x2*x3**2 + x2**2*x3,3,5,2,0.01,6.496,3.5167,4.0228,67.835,0.136285348
1052,5000,0.05,8.516189926,30.25516248,6.500464244,6.116890779,4.228055692,6.625609889,10.03812186,604.9213762,602.2477691,240.5154319,119.3152041,9.991705173,50,"['add', 'sub', 'mul', 'div']",,10,6.500464244,4.228055692,x4*(x1**2*x2**2*x3**2*x5 + x1*x2 + x1*x3**2*x4*x5 + x3*x4*x5),5,4,2,0.005,9.1361,0.1852,3.6869,238.68,-0.012654322
1053,5000,0.05,0.098740329,26.01124382,0.112715028,0.098984523,0.108634877,0.100716855,1.329165917,606.5207868,600.8518088,41.20144224,29.28817272,2.755158033,50,"['add', 'sub', 'mul', 'div']",,10,0.112715028,0.100716855,x1*(x2 + 2),2,3,1,0.005,2.6808,0.0264,2.0027,15.605,0.76725505
1054,5000,0.05,0.063700728,25.9821074,0.063689538,0.063669437,0.070898325,0.07062056,1.336941084,600.4336908,601.194277,33.88292646,21.58252907,1.737217775,50,"['add', 'sub', 'mul', 'div']",,10,0.063689538,0.07062056,x1*(x2 + 1),2,2,1,0.005,1.7602,0.0026,1.258,11.792,0.406242295
1055,5000,0.05,0.102873274,26.24824142,0.102909875,0.102877146,0.108116592,0.107128708,1.242563251,614.2371063,600.1476128,27.2997458,13.77910566,2.68126268,50,"['add', 'sub', 'mul', 'div']",,10,0.102909875,0.107128708,x1*(x1 + 2),1,3,3,0.005,2.5978,1.3439,2.0001,9.4393,0.784399865
1056,5000,0.05,0.109416445,27.53020811,0.109433405,0.109419475,0.113157496,0.113665522,0.109448244,600.1903567,600.4502935,15.31449461,19.75151968,2.629603163,50,"['add', 'sub', 'mul', 'div']",,10,0.109433405,0.113665522,x1 + 2*x2,2,3,1,0.005,2.5787,0.0068,2.1651,12.177,0.998267551
1057,5000,0.05,11.08136629,27.35611892,6.639216221,6.525920735,2.662961633,3.928294123,10.72215469,601.0320065,609.170099,267.1780198,225.0682375,11.12027816,50,"['add', 'sub', 'mul', 'div']",,10,6.639216221,2.662961633,x1**2*x2*x4*x5**2*(x2*x3 + x4),5,2,2,0.005,10.333,-0.0406,3.2925,319.49,0.070321382
1058,5000,0.05,14.49543628,27.61661434,12.36929714,12.14703674,16.35781421,11.59735996,19.23795834,600.7421823,616.460464,45.34164047,200.1878333,19.25449176,50,"['add', 'sub', 'mul', 'div']",,10,12.36929714,11.59735996,x1*x2*x4*x5**2*(x1**2*x3**3 + x4**2*x5),5,2,3,0.03,24.276,0.1393,7.6136,930.08,0.000672862
1059,5000,0.05,2.113775402,36.65001202,0.409790053,0.551244296,0.201019519,0.175649403,2.619965763,610.8915315,606.1474712,119.6011968,175.7314498,2.617340963,50,"['add', 'sub', 'mul', 'div']",,10,0.551244296,0.201019519,x3*(x1*x2 + x2*x4 + x4),4,3,1,0.01,2.5898,0.108,1.7129,30.954,-0.002040522
1060,5000,0.05,0.190209409,42.18709087,0.190397568,0.190208731,0.204351841,0.198712355,3.718349389,600.9223609,602.1629603,109.9408691,36.98924565,5.498771135,50,"['add', 'sub', 'mul', 'div']",,10,0.190397568,0.204351841,x1*(2*x2**2 + 2*x2 + 1),2,5,2,0.005,5.8153,0.0267,3.7496,48.7,0.542354581
1061,5000,0.05,0.302014211,45.32693601,0.302800653,0.302472414,0.329981608,0.320812795,2.394588953,600.8164897,602.9712017,66.58024693,34.44645166,7.786229037,50,"['add', 'sub', 'mul', 'div']",,10,0.302472414,0.320812795,2*x1*(x1**2 + 1),1,4,3,0.005,8.0592,-0.1662,5.8997,40.96,0.905292238
1062,5000,0.05,12.58870769,47.01611567,10.38658227,8.961860856,9.893533909,8.105554289,19.63589174,601.9422417,604.8577378,817.5789976,403.4601359,19.68522694,50,"['add', 'sub', 'mul', 'div']",,10,10.38658227,8.105554289,x1**2*x2**3*x4*x5**2 + x2**3*x3**3*x4**2 + x2*x4**2*x5**3 + x5**3,5,4,3,0.02,20.877,-0.0485,9.1192,480.55,0.004997906
1063,5000,0.05,0.065852438,37.43639302,0.06614548,0.065922306,0.069447427,0.070764194,0.065913611,601.0703542,601.4317777,30.99067378,23.22237873,1.598847224,50,"['add', 'sub', 'mul', 'div']",,10,0.065922306,0.069447427,x1 + x2,3,2,1,0.005,1.6196,0.004,1.3218,7.8788,0.998300178
1064,5000,0.05,1.683449159,44.18663692,0.412978981,0.625452549,0.378314171,0.396914675,5.208340057,602.9992592,605.7627261,153.3010845,217.2668111,6.633822992,50,"['add', 'sub', 'mul', 'div']",,10,0.412978981,0.378314171,x1*(x1*x2**3 + x1*x3**2 + x1*x3 + x2*x3**2),3,4,3,0.01,6.7085,1.7439,3.9502,87.359,0.383555341
1065,5000,0.05,0.154293945,40.82152963,0.245672548,0.154347731,0.183524131,0.160896402,4.489461228,612.4999802,601.0902119,183.6920004,29.38126659,5.14630802,50,"['add', 'sub', 'mul', 'div']",,10,0.154347731,0.160896402,x2**2*(x1**2 + x1*x2 + x2),2,3,3,0.005,5.3425,1.7783,3.1005,50.304,0.238938484
1066,5000,0.05,1.701926233,37.43843603,0.618760912,0.624271911,0.250810917,0.24746482,1.702603801,602.1868834,601.290035,283.1953657,246.8539643,2.046812786,50,"['add', 'sub', 'mul', 'div']",,10,0.618760912,0.24746482,x1*x2*x4*x5 + x3,5,2,1,0.005,2.1079,-0.0311,1.5415,23.735,0.307126599
1067,5000,0.05,0.169845342,43.75782442,0.171475987,0.16988158,0.199359544,0.17930407,3.888849248,603.4801719,601.6946046,104.1243033,23.46015215,4.59029859,50,"['add', 'sub', 'mul', 'div']",,10,0.171475987,0.17930407,x1*(x1*x2**2 + x1*x2 + x1 + x2**2),2,4,2,0.01,4.6513,3.2071,3.323,35.662,0.282268946
1068,5000,0.05,0.204403528,38.27967095,0.204420699,0.204418655,0.212123279,0.205451234,0.204413091,605.1467407,601.8366427,21.71455336,37.53762197,4.700866725,50,"['add', 'sub', 'mul', 'div']",,10,0.204420699,0.205451234,4*x1,1,4,2,0.01,4.6327,-0.0401,4.0075,16.802,0.998102295
1069,5000,0.05,0.061200599,36.18108869,0.061210117,0.061299239,0.071162512,0.06403059,1.324185295,638.5162532,609.2057402,40.30961323,24.50268912,1.729589849,50,"['add', 'sub', 'mul', 'div']",,10,0.061210117,0.06403059,x2*(x1 + 1),2,2,1,0.005,1.7609,-0.0356,1.2545,11.758,0.413281177
1070,5000,0.05,0.293732026,44.08587646,0.300132499,0.293122747,0.322592639,0.295189772,3.966188045,600.4854171,602.1917334,54.49864769,19.17864347,9.431220389,50,"['add', 'sub', 'mul', 'div']",,10,0.300132499,0.295189772,x1**2*(3*x1 + 1),1,4,3,0.02,9.3038,1.5317,6.1641,48.445,0.823088056
1071,5000,0.05,2.011451772,38.76330662,0.922805087,1.13819616,0.719082159,0.466817241,2.361368497,600.7054074,600.324321,263.0814192,529.7708368,2.561103819,50,"['add', 'sub', 'mul', 'div']",,10,1.13819616,0.466817241,x2*(x1*x3*x4*x5 + x4 + 1),5,3,1,0.005,2.6435,-0.0304,1.6796,35.941,0.149786255
1072,5000,0.05,0.146624384,39.96132135,0.149765363,0.146589477,0.242500843,0.163294527,3.457674684,604.6815643,600.933583,162.7972474,25.11299348,4.075973463,50,"['add', 'sub', 'mul', 'div']",,10,0.149765363,0.163294527,2*x1*x2*x3 + 2*x1 + x2*x3,3,5,1,0.005,4.0824,-0.0496,2.9187,37.316,0.280124312
1073,5000,0.05,3.961146134,38.71763873,3.346014097,3.178509355,4.342008167,2.447716977,6.725224317,608.8696249,614.3915546,67.37085009,187.9729421,6.721808303,50,"['add', 'sub', 'mul', 'div']",,10,3.178509355,2.447716977,x1*x2*x4*x5*(x3**2*x4 + x5**2),5,2,3,0.005,6.6904,0.1327,2.7922,174.18,-0.001063585
1074,5000,0.05,0.130221246,40.08291149,0.870534297,0.130230582,0.308207437,0.14452992,3.509785169,606.0167208,602.313483,216.0427394,62.61631799,4.124574336,50,"['add', 'sub', 'mul', 'div']",,10,0.130230582,0.14452992,x1**2*x3*x4**2 + x2**2,4,2,2,0.005,3.941,1.3892,2.6262,59.344,0.274805625
1075,5000,0.05,0.113523996,39.87675595,0.329724642,0.113623225,0.198569714,0.133174939,3.324324518,600.3802156,600.9828384,111.9195533,60.60335541,3.525947096,50,"['add', 'sub', 'mul', 'div']",,10,0.329724642,0.133174939,2*x1*x2*x3 + x1*x2 + x3,3,4,1,0.02,3.4816,-0.0932,2.3233,35.81,0.11062986
1076,5000,0.05,0.060936487,37.96952415,0.074267911,0.061010086,0.079265849,0.064710372,1.30919851,601.2515321,602.0106854,43.06781626,25.94839191,1.767909052,50,"['add', 'sub', 'mul', 'div']",,10,0.074267911,0.064710372,x2*(x1 + 1),2,2,1,0.005,1.7625,0.0191,1.2571,11.798,0.44411505
1077,5000,0.05,0.196896828,39.53180957,0.200861498,0.198025917,0.199383446,0.19919359,2.683947041,603.609746,600.7729692,66.91148067,29.97446728,5.746460517,50,"['add', 'sub', 'mul', 'div']",,10,0.200861498,0.199383446,x1*(x1**2 + 2*x1 + 2),1,5,3,0.02,5.7601,2.7016,3.9905,24.349,0.781690978
1078,5000,0.05,1.823067236,37.03215718,0.775921478,0.692735687,0.233868388,0.259441069,1.825920871,602.1397111,601.3781414,328.0288029,176.1008804,2.178245589,50,"['add', 'sub', 'mul', 'div']",,10,0.775921478,0.233868388,x1*x3*x4*x5 + x2,5,2,1,0.005,2.1117,0.0099,1.5534,24.366,0.296191494
1079,5000,0.05,0.096842286,36.62612867,0.096792592,0.096784261,0.102711428,0.099891026,0.096792436,603.1301246,601.1456194,30.80352521,28.36979628,2.332892544,50,"['add', 'sub', 'mul', 'div']",,10,0.096792592,0.099891026,2*x1,2,2,1,0.005,2.298,0.0205,1.9909,8.3958,0.998272251
1080,5000,0.05,0.076802353,40.61330104,0.175012278,0.076835279,0.127008241,0.088167017,2.422945398,604.6131716,619.5764008,76.781461,45.03317857,2.664959516,50,"['add', 'sub', 'mul', 'div']",,10,0.175012278,0.088167017,x1*(x2*x3 + x2 + x3 + 1),3,4,1,0.03,2.7232,-0.0076,1.613,31.276,0.172806798
1081,5000,0.05,7.224163748,39.97494221,4.097578308,4.868949943,1.949653824,2.593329735,6.996617939,601.7189822,602.5364866,245.1350851,277.5342324,7.549368341,50,"['add', 'sub', 'mul', 'div']",,10,4.097578308,1.949653824,x1*x2**2*x3**2*x4*x5 + x1*x2*x5 + x2**2*x3**2*x4**2*x5 + x2 + x5**2,5,5,2,0.01,8.3558,1.2233,3.7601,238.72,0.140109061
1082,5000,0.05,0.198180192,36.61444616,0.198255288,0.198175557,0.200546579,0.200350947,0.198192329,608.3795919,602.2071273,25.91000319,16.81052589,4.487573213,50,"['add', 'sub', 'mul', 'div']",,10,0.198175557,0.200350947,4*x1,1,4,1,0.005,4.5796,0.0944,3.9683,16.937,0.998047979
1083,5000,0.05,9.305872011,42.61948681,8.9083871,5.181700422,5.579242888,3.248635674,18.83413518,612.4188726,602.8528197,784.679796,619.4553173,19.124892,50,"['add', 'sub', 'mul', 'div']",,10,5.181700422,3.248635674,x4*(x1**3*x2**3*x3**2 + x1*x4 + x2**2*x3**2 + x3**3),4,4,3,0.05,19.285,-0.1329,7.0255,521.69,0.029704349
1084,5000,0.05,0.097212217,37.40373969,0.097683374,0.09720872,0.103120129,0.100349203,0.09721249,600.2682052,600.8740876,17.02676868,17.82100487,2.304313504,50,"['add', 'sub', 'mul', 'div']",,10,0.09720872,0.100349203,2*x1,1,2,1,0.005,2.2933,0.0714,1.981,8.4144,0.998219493
1085,5000,0.05,0.117017777,41.63409114,0.197088746,0.116993522,0.172471648,0.127131064,3.172992824,615.4752719,603.5659997,147.2111509,35.2774725,3.420752851,50,"['add', 'sub', 'mul', 'div']",,10,0.116993522,0.127131064,2*x1*x2*x3 + x1 + x2*x3,3,4,1,0.005,3.4916,-0.0112,2.3494,33.201,0.139455066
1086,5000,0.05,0.142633252,40.8100493,0.855043951,0.142615821,0.576478203,0.150387489,4.763268131,609.9810674,606.0035887,309.3881202,100.987308,4.943681498,50,"['add', 'sub', 'mul', 'div']",,10,0.142615821,0.150387489,x3*(2*x1*x2*x4 + 2*x2*x4 + 1),4,5,1,0.01,4.9052,-0.0882,2.8528,66.878,0.071200807
1087,5000,0.05,0.173616871,41.04743361,0.174408336,0.173679469,0.193143679,0.185075668,3.89306621,632.0742204,601.6165445,110.3800755,37.20386386,5.107020812,50,"['add', 'sub', 'mul', 'div']",,10,0.174408336,0.185075668,2*x2**2*(x1 + 1),2,4,2,0.005,4.8906,2.7756,3.4751,30.782,0.416968944
1088,5000,0.05,0.148639575,36.391716,0.148733117,0.148545726,0.151287244,0.151894284,0.148823343,601.2709126,603.5106533,22.55625105,25.02448463,3.389764781,50,"['add', 'sub', 'mul', 'div']",,10,0.148733117,0.151287244,3*x1,1,3,1,0.005,3.4629,-0.0501,3.0015,12.595,0.998070472
1089,5000,0.05,1.952506046,41.17991829,1.400699853,0.513842265,0.439647894,0.26669802,2.843756891,609.6236565,605.5956948,453.7681456,215.6096671,3.085489197,50,"['add', 'sub', 'mul', 'div']",,10,0.513842265,0.26669802,x1**2*x3*x4*x5 + x2,5,2,2,0.01,3.0096,0.0609,1.8857,48.423,0.150056653
1090,5000,0.05,0.101662637,39.86804652,0.10193337,0.101733419,0.102367156,0.103150597,0.101865823,600.3847473,601.5450454,27.8808496,20.89118075,2.310276017,50,"['add', 'sub', 'mul', 'div']",,10,0.10193337,0.102367156,2*x1,1,2,1,0.005,2.3102,0.026,2.0029,8.4843,0.998055745
1091,5000,0.05,0.170869436,44.19418526,0.200612377,0.171180011,0.181121442,0.176482971,2.009234438,602.7606111,600.7427981,124.0968857,43.27518988,4.09591869,50,"['add', 'sub', 'mul', 'div']",,10,0.171180011,0.176482971,x1**2*x2 + x1**2 + x1*x2 + 2*x2,2,5,2,0.01,4.3612,1.2879,3.4669,30.351,0.759044902
1092,5000,0.05,0.421145661,49.89958596,0.930941332,0.420950904,1.071391681,0.447468779,15.84784929,600.6333976,608.1711309,585.9035294,80.14814377,15.86668374,50,"['add', 'sub', 'mul', 'div']",,10,0.420950904,0.447468779,2*x1**3*x2**3 + x1**2 + x2,2,4,3,0.02,17.645,1.0391,8.2186,244.52,0.002363629
1093,5000,0.05,0.21159402,60.49246597,0.23678439,0.210998363,0.202502982,0.178476432,3.730069391,600.5233612,601.629617,125.650805,228.2750363,3.816203828,50,"['add', 'sub', 'mul', 'div']",,10,0.23678439,0.178476432,x1**2*x2 + x1**2 + x1*x2**3 + x2**2,2,4,3,0.005,4.3602,2.5981,3.2776,45.332,0.039813725
1094,5000,0.05,1.430478348,46.6752491,0.370421234,0.435868889,0.280225411,0.263989057,3.158026332,617.4497473,603.3756435,128.2798595,203.3306365,5.595443725,50,"['add', 'sub', 'mul', 'div']",,10,0.370421234,0.280225411,2*x1*x2**2 + x1 + x2*x3**2,3,4,2,0.005,5.4768,0.1221,3.9336,43.427,0.680893766
1095,5000,0.05,0.083141143,45.28792024,0.083141498,0.083178058,0.089313923,0.08367309,1.323504213,601.4846575,602.7700801,49.46622992,54.36815596,2.113968649,50,"['add', 'sub', 'mul', 'div']",,10,0.083178058,0.08367309,x1*x2 + x1 + x2,2,3,1,0.01,2.1058,0.0022,1.6405,11.815,0.608027395
1096,5000,0.05,3.707046254,46.46899891,2.110195611,1.028269696,0.884654325,0.513577213,8.443375486,768.6685162,605.7014859,612.294709,611.7966106,10.3268367,50,"['add', 'sub', 'mul', 'div']",,10,2.110195611,0.513577213,x1**2*x2**2*(x1 + x3**3),3,2,3,0.005,11.359,-0.1453,4.8074,236.49,0.331391236
1097,5000,0.05,5.256595753,56.81681013,4.712935185,2.085688503,1.839064035,0.740015871,11.75566709,681.9797997,629.5207658,616.9913678,576.051002,12.08671852,50,"['add', 'sub', 'mul', 'div']",,10,2.085688503,0.740015871,x1*x3**3 + x2**3*x3**3*x4 + x2**3,4,3,3,0.02,11.073,0.2487,5.6045,220.85,0.053604543
1098,5000,0.05,2.279298252,50.48974705,0.909255945,1.003413724,0.432323488,0.403482109,5.454738922,610.3746271,602.3486314,163.6262083,143.7703228,7.334609004,50,"['add', 'sub', 'mul', 'div']",,10,1.003413724,0.403482109,x3*(x1**2*x2 + x1*x3 + x2**2*x3**2 + x2**2),3,4,3,0.005,7.7724,0.0602,4.3653,101.55,0.446056003
1099,5000,0.05,0.095142206,47.59924841,0.19586879,0.095164906,0.136231652,0.105524208,2.210332915,608.8533163,605.53826,111.5399785,42.84515619,2.576229766,50,"['add', 'sub', 'mul', 'div']",,10,0.19586879,0.105524208,x1*x2*x3 + x1*x2 + x1*x3 + x3,3,4,1,0.005,2.7362,0.0466,1.9113,26.814,0.26382702
1100,5000,0.05,0.105149167,44.65276647,1.094671028,0.105271028,0.269183339,0.115556659,3.419102499,602.5389297,608.0873444,313.771142,103.6555498,3.95888028,50,"['add', 'sub', 'mul', 'div']",,10,0.105271028,0.115556659,x2*(x1**2*x2*x4 + x3),5,2,2,0.02,3.9052,-0.0038,2.1851,51.883,0.253692309
1101,5000,0.05,0.142286638,47.96549869,0.145494663,0.142144544,0.14533965,0.143167329,2.401105367,600.3680823,600.6204288,49.00366545,26.41052389,3.383873354,50,"['add', 'sub', 'mul', 'div']",,10,0.145494663,0.143167329,2*x1*(x1 + 1),1,4,3,0.005,3.3767,2.7429,2.9037,13.066,0.496466246
1102,5000,0.05,0.170869436,44.19418526,0.200612377,0.171180011,0.181121442,0.176482971,2.009234438,602.7606111,600.7427981,124.0968857,43.27518988,4.09591869,50,"['add', 'sub', 'mul', 'div']",,10,0.171180011,0.176482971,x1**2*x2 + x1**2 + x1*x2 + 2*x2,2,5,2,0.01,4.3612,1.2879,3.4669,30.351,0.759044902
1103,5000,0.05,0.421145661,49.89958596,0.930941332,0.420950904,1.071391681,0.447468779,15.84784929,600.6333976,608.1711309,585.9035294,80.14814377,15.86668374,50,"['add', 'sub', 'mul', 'div']",,10,0.420950904,0.447468779,2*x1**3*x2**3 + x1**2 + x2,2,4,3,0.02,17.645,1.0391,8.2186,244.52,0.002363629
1104,5000,0.05,0.21159402,60.49246597,0.23678439,0.210998363,0.202502982,0.178476432,3.730069391,600.5233612,601.629617,125.650805,228.2750363,3.816203828,50,"['add', 'sub', 'mul', 'div']",,10,0.23678439,0.178476432,x1**2*x2 + x1**2 + x1*x2**3 + x2**2,2,4,3,0.005,4.3602,2.5981,3.2776,45.332,0.039813725
1105,5000,0.05,1.430478348,46.6752491,0.370421234,0.435868889,0.280225411,0.263989057,3.158026332,617.4497473,603.3756435,128.2798595,203.3306365,5.595443725,50,"['add', 'sub', 'mul', 'div']",,10,0.370421234,0.280225411,2*x1*x2**2 + x1 + x2*x3**2,3,4,2,0.005,5.4768,0.1221,3.9336,43.427,0.680893766
1106,5000,0.05,0.083141143,45.28792024,0.083141498,0.083178058,0.089313923,0.08367309,1.323504213,601.4846575,602.7700801,49.46622992,54.36815596,2.113968649,50,"['add', 'sub', 'mul', 'div']",,10,0.083178058,0.08367309,x1*x2 + x1 + x2,2,3,1,0.01,2.1058,0.0022,1.6405,11.815,0.608027395
1107,5000,0.05,3.707046254,46.46899891,2.110195611,1.028269696,0.884654325,0.513577213,8.443375486,768.6685162,605.7014859,612.294709,611.7966106,10.3268367,50,"['add', 'sub', 'mul', 'div']",,10,2.110195611,0.513577213,x1**2*x2**2*(x1 + x3**3),3,2,3,0.005,11.359,-0.1453,4.8074,236.49,0.331391236
1108,5000,0.05,1.839647091,46.5263679,1.583968332,1.256453487,0.593800699,0.517223729,4.135793603,602.729876,617.3194962,834.5497916,483.5436416,4.463609551,50,"['add', 'sub', 'mul', 'div']",,10,1.583968332,0.517223729,2*x1*x2*x3*x5 + x1*x2*x4*x5 + x2 + x3,5,5,1,0.01,4.2443,-0.053,2.7045,62.311,0.140394994
1109,5000,0.05,0.12485725,53.28872228,0.637879773,0.124955902,0.378377243,0.135688624,4.016624046,602.3930562,600.8058619,666.6035469,60.92723966,4.640312567,50,"['add', 'sub', 'mul', 'div']",,10,0.637879773,0.135688624,x3*(x1**2*x2*x3 + x1*x2**2 + x1*x2 + 1),3,4,2,0.005,4.8552,0.0623,2.5405,73.413,0.249973331
1110,5000,0.05,0.193397714,50.12964296,0.238488046,0.193501812,0.234261489,0.210101103,4.115278746,608.4771962,600.6223006,196.4560611,55.23078918,6.21312702,50,"['add', 'sub', 'mul', 'div']",,10,0.238488046,0.210101103,x1**2*x2**2 + 2*x1*x2**2 + x1 + x2,2,5,2,0.05,6.0168,1.81,3.8232,40.412,0.560116664
1111,5000,0.05,0.194949896,46.35103154,0.194996318,0.194938009,0.198687515,0.199284985,0.194960874,620.0066347,602.2192752,36.34723592,35.29666662,4.59548563,50,"['add', 'sub', 'mul', 'div']",,10,0.194996318,0.198687515,4*x1,1,4,1,0.005,4.661,0.0306,4.0408,16.568,0.998199813
1112,5000,0.05,3.825743799,54.62490368,1.392977386,1.539162481,0.605476706,0.752045354,4.855566416,607.3227999,603.5054324,509.5202856,449.7186632,5.111821877,50,"['add', 'sub', 'mul', 'div']",,10,1.539162481,0.605476706,x1*x2**2*x3**2*x4 + x1 + x2**2 + x3*x4 + x4,4,5,2,0.01,5.0325,1.3681,3.1498,90.19,0.097714268
1113,5000,0.05,0.085365936,50.76990914,0.085377441,0.085388576,0.121739778,0.094932329,1.878820783,601.0490413,603.0672965,225.43068,76.45467114,2.208635694,50,"['add', 'sub', 'mul', 'div']",,10,0.085377441,0.094932329,x1*x3 + x2*x4 + x4,4,3,1,0.005,2.1991,0.0321,1.6923,16.241,0.276029763
1114,5000,0.05,18.24828753,43.51906157,10.78617547,11.24170806,15.61761171,12.00137687,19.13858375,622.9055142,604.4506273,155.7440021,626.4175768,19.19256856,50,"['add', 'sub', 'mul', 'div']",,10,10.78617547,12.00137687,x2**2*x3*x4*x5*(x1*x3**2*x5**2 + x4**2),5,2,3,0.005,23.605,-0.2113,6.3604,772.5,0.004956248
1115,5000,0.05,0.378536168,57.25284004,1.123670034,0.37819569,0.83580858,0.394578324,13.08343052,600.188385,610.4015644,532.4964151,308.6048095,15.13249259,50,"['add', 'sub', 'mul', 'div']",,10,1.123670034,0.394578324,x1**3*x2**3 + x1**3 + x1**2*x2**3 + x1*x2**3 + x2**3,2,5,3,0.01,15.314,0.1526,7.5578,219.63,0.252479323
