,dataset,SR,SR_time,TPOT,TPOTSR,AK,AKSR,LR,timeTPOT,timeTPOTSR,timeAK,timeAKSR,meanguess,generations,function_set,epochs,max_TPOT_time,
255,0-koya1-rup28.csv,109.6628127,62.07084846,51.18175778,55.1303437,74.21639415,83.76082477,51.52637576,610.1739421,601.1459799,227.7945406,237.0484881,66.00244271,50,"['add', 'sub', 'mul', 'div']",,10,
256,0-koya1-rup28.csv,48.50386596,49.13557291,49.47559208,47.5674087,72.66888012,76.87348777,41.01617062,601.493187,601.0719326,188.4311538,231.4725454,71.45085868,50,"['add', 'sub', 'mul', 'div']",,10,
257,0-koya1-rup28.csv,460.2243664,73.35602856,47.86366647,50.94562792,63.93742668,610.1522314,47.50068945,600.6534545,600.8051846,221.8498852,226.7209184,71.93046459,50,"['add', 'sub', 'mul', 'div']",,10,
258,0-koya1-rup28.csv,60.06661095,45.69022822,49.55694829,52.59207224,79.89346547,58.29076127,48.18217827,601.2251196,600.7681992,217.9073725,225.8298185,82.38792788,50,"['add', 'sub', 'mul', 'div']",,10,
259,0-koya1-rup28.csv,84.42254325,52.82421422,44.27398559,48.90412438,79.77260575,111.39729,46.1737783,600.7412314,601.4630122,99.88913488,95.84053063,64.89421721,50,"['add', 'sub', 'mul', 'div']",,10,
260,0-koya1-rup28.csv,72.96467208,62.55761003,65.0319555,67.93469546,96.94372118,103.8400063,68.59494068,600.8963306,608.8372798,233.5745215,241.0157521,78.58164889,50,"['add', 'sub', 'mul', 'div']",,10,
261,0-koya1-rup28.csv,74.55469667,65.4143939,57.04622737,56.60423857,86.83750217,79.01525674,52.72718052,600.3032646,600.9194243,237.3715866,243.5713241,73.39914881,50,"['add', 'sub', 'mul', 'div']",,10,
262,0-koya1-rup28.csv,96.74656861,67.29790998,62.599531,57.15434727,111.0951547,102.8595626,51.95896961,601.6579621,606.1109295,231.5739555,244.1813598,57.91159839,50,"['add', 'sub', 'mul', 'div']",,10,
263,0-koya1-rup28.csv,59.99508931,64.00628209,50.30131175,54.61274515,78.88816178,90.38649907,50.30131175,600.29195,600.2759051,157.8787422,197.5313389,61.99828377,50,"['add', 'sub', 'mul', 'div']",,10,
264,0-koya1-rup28.csv,428.8758301,91.98162246,50.23258771,67.41855494,82.07983482,631.6290951,50.30131175,603.9026535,601.1537752,173.7934856,178.9888699,61.99828377,50,"['add', 'sub', 'mul', 'div']",,10,
265,0-koya1-rup28.csv,75.98639566,41.79485011,66.60651084,63.33788187,88.35702419,84.69858436,62.93524936,600.4603691,600.5305991,187.7754138,198.3535802,75.53711597,50,"['add', 'sub', 'mul', 'div']",,10,
266,0-koya1-rup28.csv,72.01948743,50.43222785,61.96714526,62.94836445,75.29898271,68.59768623,55.7270518,600.7456818,600.7634382,233.5792818,244.0390291,83.96565918,50,"['add', 'sub', 'mul', 'div']",,10,
267,0-koya1-rup28.csv,113.7992774,45.93711305,61.24218268,57.03588656,88.83869684,99.50210958,52.72718052,600.3393035,600.4180071,238.1421957,237.3380721,73.39914881,50,"['add', 'sub', 'mul', 'div']",,10,
268,0-koya1-rup28.csv,72.03285765,114.9680386,55.33821629,57.37520459,69.3877129,53.29048267,42.83755109,601.100409,601.0974758,159.0183427,312.1577976,71.44731722,50,"['add', 'sub', 'mul', 'div']",,10,
269,0-koya1-rup28.csv,51.02065508,66.09668541,60.51079052,54.2959162,111.1049735,86.20730897,51.95896961,601.5944891,600.1682944,214.4146073,227.4556944,57.91159839,50,"['add', 'sub', 'mul', 'div']",,10,
270,0-koya1-rup28.csv,64.3832684,40.28409815,56.3040928,56.81641891,85.87066842,74.95397968,53.615769,600.5791912,600.5856743,223.6056976,225.23597,82.78917592,50,"['add', 'sub', 'mul', 'div']",,10,
271,0-koya1-rup28.csv,126.7970142,110.0581698,54.67290448,52.06223646,66.29716984,60.72333198,49.12307768,601.4135349,601.4894989,361.3041713,350.3417671,61.56253225,50,"['add', 'sub', 'mul', 'div']",,10,
272,0-koya1-rup28.csv,71.86492681,61.54650879,69.74385131,63.41804475,85.50749422,81.04947303,65.96831341,600.8476558,603.0256648,211.4884868,221.5239193,80.48720767,50,"['add', 'sub', 'mul', 'div']",,10,
273,0-koya1-rup28.csv,91.17839208,38.26119494,60.90795045,56.11900583,86.04677726,95.68089292,52.6637265,600.2971799,600.7319894,169.6412754,173.6894126,70.70218301,50,"['add', 'sub', 'mul', 'div']",,10,
274,0-koya1-rup28.csv,58.31965274,57.22114873,51.87857879,53.15704975,50.43090634,57.3318534,48.39301577,606.0984628,607.4490438,227.939687,240.6579421,70.5019571,50,"['add', 'sub', 'mul', 'div']",,10,
275,0-koya1-rup28.csv,60.88961469,51.24888659,61.61183409,67.77689315,91.87931421,89.06597619,51.20870776,605.0539238,600.8884811,222.0615802,235.4069777,61.96805966,50,"['add', 'sub', 'mul', 'div']",,10,
276,0-koya1-rup28.csv,63.53397687,57.20874429,64.26904124,61.29161248,94.95496818,91.09141092,49.29774961,600.7181914,610.7246056,147.6574781,153.2162879,64.79169678,50,"['add', 'sub', 'mul', 'div']",,10,
277,0-koya1-rup28.csv,78.65845692,64.48694539,47.78208157,46.20243528,72.52356311,64.62345668,40.79945198,600.6896329,601.7277913,225.6661143,236.8127041,60.55437865,50,"['add', 'sub', 'mul', 'div']",,10,
278,0-koya1-rup28.csv,69.51241873,57.13075614,58.15229741,57.31282278,75.57110576,66.02724056,47.36331444,603.0609739,600.4198806,317.8098788,349.3759305,78.16456684,50,"['add', 'sub', 'mul', 'div']",,10,
279,0-koya1-rup28.csv,77.31671969,70.76204228,49.55529678,45.27986863,63.90238012,64.27989732,46.20217495,601.1851282,600.5998626,217.3909535,227.3547366,65.78009418,50,"['add', 'sub', 'mul', 'div']",,10,
280,0-koya1-rup28.csv,123.555914,50.21680427,51.48124107,50.9629622,54.38742347,45.95814279,42.83755109,600.0606289,600.2552595,229.5478935,245.2743454,71.44731722,50,"['add', 'sub', 'mul', 'div']",,10,
281,0-koya1-rup28.csv,118.4749219,61.09424734,55.55943793,66.07225823,83.48411503,121.6154585,64.16597814,600.0460904,600.5748901,184.4659212,190.2948766,69.28252436,50,"['add', 'sub', 'mul', 'div']",,10,
282,0-koya1-rup28.csv,93.07635154,55.86462855,71.88159184,85.67644825,128.1739622,127.9451038,58.81659863,600.8951449,603.2343976,230.1743076,230.5276215,89.53738139,50,"['add', 'sub', 'mul', 'div']",,10,
283,0-koya1-rup28.csv,63.40889812,57.44108248,61.87900299,68.10936034,62.67404174,60.10219484,54.90856196,601.5386927,600.9375372,195.2687438,204.4583652,72.30029581,50,"['add', 'sub', 'mul', 'div']",,10,
284,0-koya1-rup28.csv,71.03015803,33.55638981,55.27369048,65.09657555,88.59891136,104.107012,52.38950313,601.6101074,604.9345877,165.4674182,176.7858071,74.38904045,50,"['add', 'sub', 'mul', 'div']",,10,
285,0-koya1-rup28.csv,93.41892569,76.5213182,55.83096514,59.98706029,67.06753256,73.74892485,52.571005,600.4811172,600.7610574,259.7467599,255.8699222,79.12879187,50,"['add', 'sub', 'mul', 'div']",,10,
286,0-koya1-rup28.csv,120.3976566,61.92379904,40.53010412,41.44967339,82.14595232,88.56901826,47.53295282,600.7355185,600.8009257,225.4688513,237.0806437,61.8984032,50,"['add', 'sub', 'mul', 'div']",,10,
287,0-koya1-rup28.csv,45.25135594,64.47058201,52.22429956,51.66699188,92.93084745,84.41146613,52.62053048,602.3009548,600.378058,248.7548988,262.085463,52.2442017,50,"['add', 'sub', 'mul', 'div']",,10,
288,0-koya1-rup28.csv,73.55787678,56.5299871,70.49710471,70.21979126,89.16699421,77.41508793,69.82628985,600.881799,600.1946819,227.8848186,240.7564058,85.59480752,50,"['add', 'sub', 'mul', 'div']",,10,
289,0-koya1-rup28.csv,127.0025176,50.9879632,64.48213717,67.47656726,105.1396483,106.907632,63.57513411,601.56441,600.8291109,219.8191233,206.9771786,69.73492091,50,"['add', 'sub', 'mul', 'div']",,10,
290,0-koya1-rup28.csv,85.8781813,73.96692801,59.76487791,56.12261293,76.17925755,95.56482929,52.6637265,600.7261713,600.7799015,222.5453384,232.6690555,70.70218301,50,"['add', 'sub', 'mul', 'div']",,10,
291,0-koya1-rup28.csv,90.88005205,66.78071141,55.48173696,85.03809763,83.97420722,102.9509929,56.69781206,606.0801857,600.4060445,225.0430813,234.8837917,62.1196526,50,"['add', 'sub', 'mul', 'div']",,10,
292,0-koya1-rup28.csv,88.486194,42.29525971,65.60075778,55.4623963,87.46562661,102.5417909,53.47887627,607.3721588,604.8016667,169.9518495,181.0970926,56.76865114,50,"['add', 'sub', 'mul', 'div']",,10,
293,0-koya1-rup28.csv,55.42149198,84.73473454,65.21232394,64.20924677,83.90630867,100.5968241,54.48485716,601.9449117,600.7271214,224.8512073,234.6773272,66.08187774,50,"['add', 'sub', 'mul', 'div']",,10,
294,0-koya1-rup28.csv,76.67555701,51.321841,53.17511093,47.6955641,80.9567743,89.32523191,46.65097904,600.4305894,600.7921479,288.1427917,428.0045249,67.85330041,50,"['add', 'sub', 'mul', 'div']",,10,
295,0-koya1-rup28.csv,109.8486064,77.02662969,82.13079333,68.22153686,71.02232565,86.29606074,68.27430925,601.1502016,600.722271,212.4593217,225.4342852,85.41256222,50,"['add', 'sub', 'mul', 'div']",,10,
296,0-koya1-rup28.csv,72.09321996,64.87023282,63.86702477,60.68897478,94.04008694,84.02918309,54.48485716,600.7045896,613.4753072,224.1211576,239.1305468,66.08187774,50,"['add', 'sub', 'mul', 'div']",,10,
297,0-koya1-rup28.csv,54.15371174,88.95788074,61.06708248,55.74396375,72.62747171,81.04535055,55.59600414,601.0151305,606.7229345,236.7684627,248.3717477,59.77679298,50,"['add', 'sub', 'mul', 'div']",,10,
298,0-koya1-rup28.csv,84.87231696,108.6580298,76.72756905,76.42390607,68.33481398,68.81558073,69.75365617,600.983988,601.8702655,351.3812375,340.9036317,85.80158091,50,"['add', 'sub', 'mul', 'div']",,10,
299,0-koya1-rup28.csv,58.31398688,43.89050007,65.07609039,72.71108001,93.24775073,82.11616677,61.09941113,601.1517892,601.1023233,333.4182296,349.7667377,59.09874183,50,"['add', 'sub', 'mul', 'div']",,10,
300,0-koya2-comp28.csv,1073.872955,83.902637,361.2842394,384.6391549,574.4344191,611.3541379,357.5460903,600.4173825,600.2790856,211.0652442,216.4477806,434.3583017,50,"['add', 'sub', 'mul', 'div']",,10,
301,0-koya2-comp28.csv,420.5166992,73.71412253,404.4083984,438.070051,666.5060176,692.1541221,405.2647712,608.7344999,602.7420866,215.5297976,222.1940279,587.398728,50,"['add', 'sub', 'mul', 'div']",,10,
302,0-koya2-comp28.csv,712.8840795,47.49268818,417.1881007,495.1361484,706.6948646,837.8435238,378.0204505,603.8543181,601.8706467,210.0594065,219.9155061,712.0387953,50,"['add', 'sub', 'mul', 'div']",,10,
303,0-koya2-comp28.csv,1791.607736,60.59283805,483.5768412,526.4958357,616.9513829,687.5740008,507.2696411,601.3995655,600.6977868,209.5547361,216.1415439,711.6855684,50,"['add', 'sub', 'mul', 'div']",,10,
304,0-koya2-comp28.csv,566.1451993,91.71305084,479.9759467,547.0425333,707.6621481,767.6769797,506.600808,600.520705,600.3954492,224.0246608,232.0479236,729.2335825,50,"['add', 'sub', 'mul', 'div']",,10,
305,0-koya2-comp28.csv,1126.646962,50.16020083,538.4954948,525.5210916,704.3870216,1098.42721,413.1841774,602.0842919,600.5863454,223.9445441,231.5895243,631.8504497,50,"['add', 'sub', 'mul', 'div']",,10,
306,0-koya2-comp28.csv,445.825532,81.89626312,400.3872488,366.9227651,457.0625639,520.4932339,402.353651,607.4116712,601.0330684,223.1036603,228.9200945,572.5640027,50,"['add', 'sub', 'mul', 'div']",,10,
307,0-koya2-comp28.csv,2578.321817,80.21057272,508.500326,1719.051195,735.0041475,4716.452975,496.3097526,603.0973122,600.2760921,208.0809205,216.1978898,658.1215011,50,"['add', 'sub', 'mul', 'div']",,10,
308,0-koya2-comp28.csv,544.517277,72.54341102,588.529083,517.5651087,585.1185347,786.3069241,549.3895487,603.177392,600.2512908,213.0941255,219.7228971,605.2411275,50,"['add', 'sub', 'mul', 'div']",,10,
309,0-koya2-comp28.csv,499.7753635,62.24544859,360.3793889,362.2113174,369.6109886,489.4284974,337.0979939,601.2134209,600.7164292,210.7472687,218.4361839,513.6883205,50,"['add', 'sub', 'mul', 'div']",,10,
310,0-koya2-comp28.csv,604.5684161,204.1503377,526.3111906,446.0212491,624.9340968,578.6248471,383.5214329,601.2816103,600.4981372,208.5988655,216.7825794,579.5164192,50,"['add', 'sub', 'mul', 'div']",,10,
311,0-koya2-comp28.csv,539.9977648,61.18442965,511.0311047,502.8252593,662.6053078,603.1399444,367.9914221,601.3524897,608.9370778,204.9770057,213.5091417,561.1951533,50,"['add', 'sub', 'mul', 'div']",,10,
312,0-koya2-comp28.csv,1090.628519,61.39937735,487.8314923,476.3722456,891.8203696,772.602821,419.5597007,612.7109404,600.7623279,203.1899092,213.4385176,541.2057404,50,"['add', 'sub', 'mul', 'div']",,10,
313,0-koya2-comp28.csv,507.423783,108.6986086,486.7164412,439.6169791,448.0180786,570.8349231,466.8593483,600.3624907,600.7576749,219.4044187,226.4256704,501.0173515,50,"['add', 'sub', 'mul', 'div']",,10,
314,0-koya2-comp28.csv,1417.518328,46.70142126,370.4033272,431.4961238,535.2739611,714.8318209,341.2291087,600.6501799,600.8264499,173.7740231,181.4394364,620.2989308,50,"['add', 'sub', 'mul', 'div']",,10,
315,0-koya2-comp28.csv,550.5509886,58.03145719,501.6875762,398.2846802,440.3942603,426.1064556,342.0053299,601.2051816,600.5859268,167.5356684,179.0733302,524.9459714,50,"['add', 'sub', 'mul', 'div']",,10,
316,0-koya2-comp28.csv,605.288402,126.9183173,517.0712195,525.9121063,476.5081556,570.1099926,517.0006559,600.8770664,602.6073761,229.7977147,248.226424,713.0894663,50,"['add', 'sub', 'mul', 'div']",,10,
317,0-koya2-comp28.csv,661.0668866,56.37943625,409.5821575,484.5087272,602.9488772,817.29544,413.1841774,601.37954,603.0406144,220.9743378,226.4475915,631.8504497,50,"['add', 'sub', 'mul', 'div']",,10,
318,0-koya2-comp28.csv,793.1420694,52.71069622,312.0479144,314.7648376,445.4047638,440.6823024,285.8315015,600.4273605,600.2194729,218.417695,226.0591731,535.4255606,50,"['add', 'sub', 'mul', 'div']",,10,
319,0-koya2-comp28.csv,591.7750182,98.52173042,457.0420809,467.7709368,476.0482932,522.3779017,466.8593483,600.9512117,600.9617951,222.877454,235.1724453,501.0173515,50,"['add', 'sub', 'mul', 'div']",,10,
320,0-koya2-comp28.csv,1094.285599,91.92395616,466.6043433,498.8306288,673.579594,753.9544262,413.1841774,601.2070587,609.1703517,224.6295297,236.1794903,631.8504497,50,"['add', 'sub', 'mul', 'div']",,10,
321,0-koya2-comp28.csv,788.4722229,114.5297027,623.6904534,661.3273719,560.6471478,683.8542477,615.8781247,600.4243667,600.8793776,225.1818995,238.1413429,675.6775556,50,"['add', 'sub', 'mul', 'div']",,10,
322,0-koya2-comp28.csv,543.0953478,102.8376465,591.243206,592.1589802,649.2135725,665.8421612,595.8869206,600.5521901,600.4079571,227.1795428,236.1684091,683.1685934,50,"['add', 'sub', 'mul', 'div']",,10,
323,0-koya2-comp28.csv,624.2777006,79.39386201,589.2150924,469.789421,540.8018363,599.0612159,425.8731772,601.680208,600.4613724,225.8862257,234.9421716,575.3530242,50,"['add', 'sub', 'mul', 'div']",,10,
324,0-koya2-comp28.csv,562.8009756,90.6120553,335.7430588,380.5173002,668.8510213,1026.601018,340.2448778,602.5735621,600.814755,226.946677,123.3730795,551.2417398,50,"['add', 'sub', 'mul', 'div']",,10,
325,0-koya2-comp28.csv,630.1814189,96.7812655,477.6484747,583.2953446,694.5706716,628.3509043,367.9914221,602.618809,605.9548805,223.744132,236.8654068,561.1951533,50,"['add', 'sub', 'mul', 'div']",,10,
326,0-koya2-comp28.csv,1273.949241,94.43722677,506.1080863,500.1966734,655.6208061,862.0218743,489.6799374,609.8601475,600.3763051,223.7834496,236.060746,683.6045402,50,"['add', 'sub', 'mul', 'div']",,10,
327,0-koya2-comp28.csv,609.2982051,71.34842229,409.921512,424.8572448,572.1610982,416.6945115,419.7954342,600.870064,609.0240102,220.8825326,236.5595813,567.4761328,50,"['add', 'sub', 'mul', 'div']",,10,
328,0-koya2-comp28.csv,1205.280778,59.27077103,429.4788385,362.8095312,677.5854023,586.1668333,445.9970841,600.4518745,600.6777961,223.1070771,234.8651233,608.2790761,50,"['add', 'sub', 'mul', 'div']",,10,
329,0-koya2-comp28.csv,1394.447989,137.8700206,474.6873965,537.5528351,551.7958236,706.8787084,489.0781112,612.7751365,600.5620654,223.7630603,234.7752478,491.5407852,50,"['add', 'sub', 'mul', 'div']",,10,
330,0-koya2-comp28.csv,808.9793469,83.52029252,546.2446879,493.5778626,639.585198,691.9272036,461.7258279,602.9509375,600.3435404,222.2073009,234.0372136,732.9016155,50,"['add', 'sub', 'mul', 'div']",,10,
331,0-koya2-comp28.csv,506.7351824,92.83010149,391.7377781,347.9932997,656.9010621,534.4795464,357.040435,600.5447032,600.9751215,227.507479,236.3711774,472.1652915,50,"['add', 'sub', 'mul', 'div']",,10,
332,0-koya2-comp28.csv,902.3033367,73.49574757,531.3794873,518.8641937,646.96509,607.6588348,538.6843198,605.9171014,600.4796271,222.6768446,231.658551,518.9475209,50,"['add', 'sub', 'mul', 'div']",,10,
333,0-koya2-comp28.csv,911.1944618,69.0887208,429.3476777,429.4431541,574.4006964,639.5657434,381.1395819,600.8976922,600.4265687,220.0407569,233.5347042,662.4971293,50,"['add', 'sub', 'mul', 'div']",,10,
334,0-koya2-comp28.csv,337.0383262,52.64511561,325.4626794,323.4177586,673.6666489,437.2559086,301.4329869,600.5372207,600.2603471,173.1866565,155.9184709,568.1893313,50,"['add', 'sub', 'mul', 'div']",,10,
335,0-koya2-comp28.csv,711.6692439,105.3480291,486.1405369,536.9493777,525.10174,522.5850713,511.9054561,600.846278,601.666311,221.0527856,231.2396896,582.0909908,50,"['add', 'sub', 'mul', 'div']",,10,
336,0-koya2-comp28.csv,648.8492934,90.27875352,543.5531505,544.7995054,605.1527824,640.303299,563.4759167,601.4171267,601.4405563,223.4698074,233.6345725,626.1814108,50,"['add', 'sub', 'mul', 'div']",,10,
337,0-koya2-comp28.csv,1135.709297,90.18879223,470.2276127,515.0206108,642.5393838,597.0639263,506.600808,601.0037379,600.9405591,212.4478362,219.6413541,729.2335825,50,"['add', 'sub', 'mul', 'div']",,10,
338,0-koya2-comp28.csv,660.2797941,94.26868868,398.7317581,414.2887301,626.9192162,690.2642484,402.4163284,601.0548983,600.7535932,218.2511766,232.0180941,599.2472344,50,"['add', 'sub', 'mul', 'div']",,10,
339,0-koya2-comp28.csv,1528.449963,97.89524722,520.796824,495.233887,692.8632172,597.0105968,435.699154,606.7141843,600.2683694,220.2357724,230.9080067,667.7795237,50,"['add', 'sub', 'mul', 'div']",,10,
340,0-koya2-comp28.csv,497.1328368,71.63945746,414.4513746,341.920661,587.4467349,488.0161587,309.1813246,600.9169478,603.2963381,214.0078568,226.4578333,535.0209978,50,"['add', 'sub', 'mul', 'div']",,10,
341,0-koya2-comp28.csv,1404.435504,179.9645584,420.9268664,411.3051586,397.7443143,494.141346,402.353651,600.7774193,600.5304503,222.37481,231.983989,572.5640027,50,"['add', 'sub', 'mul', 'div']",,10,
342,0-koya2-comp28.csv,945.4067797,78.6102879,527.638124,630.7897814,615.9493656,506.0698009,531.9113422,600.5609436,600.9701946,215.2504513,227.5628989,705.3007389,50,"['add', 'sub', 'mul', 'div']",,10,
343,0-koya2-comp28.csv,966.7397211,114.2273288,499.4035722,429.167521,757.9563345,790.1782926,419.5597007,601.1526392,601.8667674,216.3597145,228.5380538,541.2057404,50,"['add', 'sub', 'mul', 'div']",,10,
344,0-koya2-comp28.csv,1102.420505,77.88931751,493.4176782,614.4390684,617.1346095,649.1118976,474.6754759,600.7409413,606.7234027,252.514905,265.2851586,558.1584992,50,"['add', 'sub', 'mul', 'div']",,10,
345,0-koya2-comp28.csv,960.433287,90.56214881,502.8985707,465.2741981,518.6735748,505.7343512,489.0781112,608.7943826,608.3905358,217.2256627,228.5048771,491.5407852,50,"['add', 'sub', 'mul', 'div']",,10,
346,0-koya2-comp28.csv,736.0974288,69.49309874,466.680185,392.7223988,468.2765714,392.294723,402.353651,608.86007,600.1994696,218.65804,232.1805377,572.5640027,50,"['add', 'sub', 'mul', 'div']",,10,
347,0-koya2-comp28.csv,1298.474548,92.99067068,614.477865,621.4327085,586.4170799,581.8032805,615.8781247,600.4469173,600.1607449,232.0393894,238.2004793,675.6775556,50,"['add', 'sub', 'mul', 'div']",,10,
348,0-koya2-comp28.csv,800.6307396,170.8212988,497.8988954,425.8884203,560.8875935,547.8668854,384.788568,601.284946,600.6937749,218.8754394,229.1612823,483.4130316,50,"['add', 'sub', 'mul', 'div']",,10,
349,0-koya2-comp28.csv,564.605543,99.46656942,422.2279439,446.854438,552.9507733,610.1970416,402.2124626,600.8411093,601.196373,216.1582184,227.9067709,572.0082663,50,"['add', 'sub', 'mul', 'div']",,10,
350,0-koya2-elast28.csv,3216835.941,105.7900112,369354.8656,593374.0018,4149089.737,4141127.952,470243.2113,601.2845275,600.8915679,247.7350562,258.5075841,507743.5841,50,"['add', 'sub', 'mul', 'div']",,10,
351,0-koya2-elast28.csv,1672646.304,86.80461931,515667.3253,435736.2236,4097916.918,4116846.789,471655.5452,601.3874123,611.3969178,229.5071433,240.6100008,486883.7019,50,"['add', 'sub', 'mul', 'div']",,10,
352,0-koya2-elast28.csv,825681.6604,52.74676633,388896.6861,340903.1033,4159900.315,4138529.297,367738.2641,600.9806771,600.8476837,223.7780752,232.79953,430964.6128,50,"['add', 'sub', 'mul', 'div']",,10,
353,0-koya2-elast28.csv,1124126.061,88.57636452,474654.0281,463585.2983,4141799.244,4168043.366,471655.5452,605.8196368,600.548182,231.4130824,241.7552156,486883.7019,50,"['add', 'sub', 'mul', 'div']",,10,
354,0-koya2-elast28.csv,1511668.55,120.224263,527245.5132,597982.2168,4198562.091,4199293.298,545369.9998,611.6011925,600.6261246,228.7204144,244.0222332,572129.4583,50,"['add', 'sub', 'mul', 'div']",,10,
355,0-koya2-elast28.csv,619884.3147,95.50984907,383083.0948,403495.0335,4218720.886,4170294.103,416653.7566,600.9160335,600.6505957,240.5967185,249.5813053,457070.1164,50,"['add', 'sub', 'mul', 'div']",,10,
356,0-koya2-elast28.csv,846063.9024,96.26030397,497824.9533,517546.3878,4346117.213,4315346.338,500727.3525,600.3501489,600.3945096,221.3293457,236.2024772,553860.7437,50,"['add', 'sub', 'mul', 'div']",,10,
357,0-koya2-elast28.csv,1084861.301,106.3161471,438713.6811,408320.1693,4060371.548,4090179.342,438324.2943,601.7402959,600.4415343,216.5952854,229.8005667,422015.3446,50,"['add', 'sub', 'mul', 'div']",,10,
358,0-koya2-elast28.csv,1187732.366,129.5831752,352852.2555,370611.3227,4144006.884,4194821.411,367738.2641,600.6887686,608.078824,228.5767233,241.935899,430964.6128,50,"['add', 'sub', 'mul', 'div']",,10,
359,0-koya2-elast28.csv,2220040.668,103.1137636,416627.2209,475737.2052,4161237.13,4081811.516,504722.4738,601.2100067,600.4468231,221.7772698,232.6706038,488130.0232,50,"['add', 'sub', 'mul', 'div']",,10,
360,0-koya2-elast28.csv,2821942.33,84.46857619,736415.8029,799299.0683,4328543.126,4325692.071,601073.7879,601.3704917,601.3964014,329.8962326,339.8344028,646229.8232,50,"['add', 'sub', 'mul', 'div']",,10,
361,0-koya2-elast28.csv,1060893.669,45.23859429,490818.7638,508787.9805,4277463.104,4316433.422,521639.0663,600.6840994,600.1694546,225.8649759,243.7636797,550015.5679,50,"['add', 'sub', 'mul', 'div']",,10,
362,0-koya2-elast28.csv,1509201.621,121.2064281,435286.0496,589641.8773,4152304.175,4159608.216,445775.3647,600.5988359,600.3214638,222.8225124,232.3126445,491692.812,50,"['add', 'sub', 'mul', 'div']",,10,
363,0-koya2-elast28.csv,1292403.398,66.12882161,504790.3297,511670.0331,4266163.918,4226802.501,508270.8223,600.6136622,600.5480015,243.1239874,246.3435578,537113.2747,50,"['add', 'sub', 'mul', 'div']",,10,
364,0-koya2-elast28.csv,439708.5663,72.88333297,518721.3847,492743.672,4165100.785,4210798.902,492915.6775,600.5212171,600.6753056,230.2846406,239.7327292,580556.7398,50,"['add', 'sub', 'mul', 'div']",,10,
365,0-koya2-elast28.csv,784162.1731,80.81027865,498602.6407,501039.4287,4164685.401,4173358.753,470243.2113,600.5990367,600.4650824,225.6193542,235.5627513,507743.5841,50,"['add', 'sub', 'mul', 'div']",,10,
366,0-koya2-elast28.csv,2243152.487,98.97472572,428922.4359,444202.0379,4419130.291,4337313.677,405329.702,600.6270106,600.2453911,264.4962378,269.3580143,518029.6195,50,"['add', 'sub', 'mul', 'div']",,10,
367,0-koya2-elast28.csv,1585879.421,56.9707427,680566.6165,621001.7815,4288218.93,4410535.801,601073.7879,601.1670732,617.1320262,217.7355769,227.8347476,646229.8232,50,"['add', 'sub', 'mul', 'div']",,10,
368,0-koya2-elast28.csv,1561166.933,120.7208202,500410.2507,500682.0957,4130268.174,4191851.887,457359.0899,602.3637595,600.8709207,369.4899452,362.9305527,489812.9972,50,"['add', 'sub', 'mul', 'div']",,10,
369,0-koya2-elast28.csv,1135290.119,93.94617248,506709.2989,360884.8734,4195485.471,4268235.388,340975.8544,614.254998,600.6125674,337.1412966,351.423557,391773.8318,50,"['add', 'sub', 'mul', 'div']",,10,
370,0-koya2-elast28.csv,974323.8919,87.70828009,516611.3331,395883.7571,4233581.731,4247316.143,493439.8546,600.5245011,600.5461564,228.9223361,238.6177111,443545.7076,50,"['add', 'sub', 'mul', 'div']",,10,
371,0-koya2-elast28.csv,1007091.323,83.58633971,654840.3144,605864.513,4223908.821,4214807.248,640191.505,601.4792585,601.1903777,216.5720577,234.5568168,504822.2864,50,"['add', 'sub', 'mul', 'div']",,10,
372,0-koya2-elast28.csv,1679313.785,113.6525755,545873.5463,543280.3167,4205244.205,4188508.763,518614.6585,600.6931629,600.5624282,222.2276778,233.6308162,483981.7972,50,"['add', 'sub', 'mul', 'div']",,10,
373,0-koya2-elast28.csv,912406.0344,55.27373099,378625.142,412510.9235,4168801.171,4152551.573,401151.9552,600.5249991,600.2623301,228.8352995,232.4121892,412923.5429,50,"['add', 'sub', 'mul', 'div']",,10,
374,0-koya2-elast28.csv,1254838.725,121.2436652,511221.1544,463899.025,4284865.678,4254855.005,508139.5789,600.7341692,600.915446,211.1388071,225.7371058,529487.0395,50,"['add', 'sub', 'mul', 'div']",,10,
375,0-koya2-elast28.csv,1469953.938,75.84137583,485034.0263,569642.9206,4200831.379,4168201.262,525733.5295,600.3987949,604.7466781,187.2512233,195.7181487,578527.9199,50,"['add', 'sub', 'mul', 'div']",,10,
376,0-koya2-elast28.csv,700221.5204,77.96231842,496349.4108,473353.0139,4305878.332,4280329.989,470017.3974,601.5981681,600.4158006,218.5096679,235.8464775,440736.2085,50,"['add', 'sub', 'mul', 'div']",,10,
377,0-koya2-elast28.csv,1299132.883,40.9594276,504319.4209,488803.0671,4175644.034,4149649.637,529621.9535,602.3161426,600.0864949,182.5138941,188.0503306,481289.3924,50,"['add', 'sub', 'mul', 'div']",,10,
378,0-koya2-elast28.csv,1073901.89,183.7158365,466143.5115,524273.1063,4246969.808,4251320,478161.4026,601.4194498,601.842123,248.6532738,243.170871,497108.992,50,"['add', 'sub', 'mul', 'div']",,10,
379,0-koya2-elast28.csv,1460476.998,114.4107141,571259.5354,518811.8569,4285238.359,4283993.671,508139.5789,600.3301587,602.2526405,224.2976995,233.8253052,529487.0395,50,"['add', 'sub', 'mul', 'div']",,10,
