,dataset,SR,SR_time,TPOT,TPOTSR,AK,AKSR,LR,timeTPOT,timeTPOTSR,timeAK,timeAKSR,meanguess,generations,function_set,epochs,max_TPOT_time,
510,0-matbench.csv,513.8926513,121.7950826,87.5848586,92.1746036,138.4273658,230.8295346,182.9798071,600.3437417,602.3317001,301.342155,59.86786175,250.5144187,50,"['add', 'sub', 'mul', 'div']",,10,
511,0-matbench.csv,358.1445189,116.7527924,151.0542543,162.2016,220.936133,191.7288317,248.3079451,603.3095727,601.0590358,122.5419159,146.3487318,298.1126346,50,"['add', 'sub', 'mul', 'div']",,10,
512,0-matbench.csv,248.912039,88.69524431,111.4142666,122.7333366,197.787671,196.4167923,274.6413329,603.6965871,600.2491858,261.0375893,295.064944,361.8373531,50,"['add', 'sub', 'mul', 'div']",,10,
513,0-matbench.csv,963.9077084,82.66138601,103.319833,98.26249036,285.2204618,546.8863355,201.0488091,603.0190802,600.283426,114.6604283,272.3413048,258.0983985,50,"['add', 'sub', 'mul', 'div']",,10,
514,0-matbench.csv,471.9325394,50.45971584,99.47548145,108.5098837,151.2527734,145.8978994,197.7406629,600.5840256,600.3351181,188.8484952,198.4032178,294.4098878,50,"['add', 'sub', 'mul', 'div']",,10,
515,0-matbench.csv,399.1943952,94.45002913,91.02971123,106.8569168,175.7128901,178.5616738,232.7686625,600.985466,600.3056085,72.13665938,96.47520161,313.8333137,50,"['add', 'sub', 'mul', 'div']",,10,
516,0-matbench.csv,334.803868,68.18384194,121.9434725,133.4011395,286.9099029,262.3785514,222.357773,600.3886888,601.3266072,49.46012592,49.32352376,328.233399,50,"['add', 'sub', 'mul', 'div']",,10,
517,0-matbench.csv,562.8597427,98.50664496,98.12441033,113.628795,204.9055103,212.2649234,208.7564224,601.7072179,600.5694232,70.51056051,82.46864033,326.5631032,50,"['add', 'sub', 'mul', 'div']",,10,
518,0-matbench.csv,488.4703668,156.2355111,120.4358131,117.161975,222.3752448,217.7609588,230.8419855,600.4369035,613.9436786,82.49124789,67.03989434,274.2020881,50,"['add', 'sub', 'mul', 'div']",,10,
519,0-matbench.csv,344.5607374,90.41457152,101.1184236,104.6620283,152.8581441,142.0237082,218.6466815,609.2607403,600.4467757,195.5981591,200.3135233,345.5847815,50,"['add', 'sub', 'mul', 'div']",,10,
520,0-matbench.csv,1499.527863,114.9541972,127.2063564,126.4110486,185.6233939,662.6509024,236.0781092,600.512816,600.3731983,118.0356379,152.5975037,248.3451706,50,"['add', 'sub', 'mul', 'div']",,10,
521,0-matbench.csv,601.6438156,78.89631701,85.42985077,103.4545448,214.3762715,308.4605201,208.7564224,601.2923839,603.3704059,106.3324268,44.73237944,326.5631032,50,"['add', 'sub', 'mul', 'div']",,10,
522,0-matbench.csv,465.422968,165.3151085,87.46291345,103.4135406,160.8123632,180.9074216,244.4079051,612.6916492,602.1834431,295.2897325,278.1019037,341.7040247,50,"['add', 'sub', 'mul', 'div']",,10,
523,0-matbench.csv,398.653965,83.58976603,105.3528616,111.259807,157.0605258,172.0998883,204.9049148,614.4221966,615.8313742,243.4125233,245.0774894,347.7381408,50,"['add', 'sub', 'mul', 'div']",,10,
524,0-matbench.csv,412.95139,98.21754265,118.5112056,130.9775068,194.9017054,190.0758618,243.7615038,601.4279499,600.7788854,96.02560139,75.10534,319.1737988,50,"['add', 'sub', 'mul', 'div']",,10,
525,0-matbench.csv,243.2015934,71.95593333,98.74702526,136.4889345,248.8740743,277.1217401,234.1976095,601.3374193,601.2012484,41.6538558,34.70109129,308.8573142,50,"['add', 'sub', 'mul', 'div']",,10,
526,0-matbench.csv,237.8390399,84.22299743,123.5317134,127.3651916,192.430974,197.032973,211.9264095,600.9568594,600.3931568,260.4097848,164.5359921,268.9089493,50,"['add', 'sub', 'mul', 'div']",,10,
527,0-matbench.csv,475.2565781,84.34440565,126.4477521,126.068626,191.5185718,173.6323467,236.0781092,600.6452096,600.9154749,162.6545613,196.9801533,248.3451706,50,"['add', 'sub', 'mul', 'div']",,10,
528,0-matbench.csv,314.8904885,66.73635364,134.568756,155.7486235,209.1575885,159.6636544,230.8455244,601.1126986,600.4352462,187.9567878,153.4270797,303.8201586,50,"['add', 'sub', 'mul', 'div']",,10,
529,0-matbench.csv,285.7122853,71.37496734,137.6511708,130.2427834,215.2683432,199.9251908,230.651421,607.3986697,601.1953769,209.9967284,180.9201958,336.6686078,50,"['add', 'sub', 'mul', 'div']",,10,
530,0-matbench.csv,501.6018589,70.55193973,139.4211783,143.6709557,494.0706714,313.4765982,240.7802884,600.3546453,605.6355348,37.78781056,38.28445101,325.4658719,50,"['add', 'sub', 'mul', 'div']",,10,
531,0-matbench.csv,252.889524,79.04442644,103.4440477,102.7526383,135.4432856,110.2574506,233.7197151,601.0039806,612.0388212,271.4971044,271.9034233,304.7526271,50,"['add', 'sub', 'mul', 'div']",,10,
532,0-matbench.csv,302.8847901,103.2679043,113.7364275,123.6595667,266.9843382,172.3204136,159.6750284,601.8785398,601.042321,45.64273667,262.9749391,301.2908443,50,"['add', 'sub', 'mul', 'div']",,10,
533,0-matbench.csv,386.9608772,50.56496143,137.6986838,145.8351746,215.9359611,178.8740046,230.651421,600.9059772,600.6118557,163.2730212,197.9162505,336.6686078,50,"['add', 'sub', 'mul', 'div']",,10,
534,0-matbench.csv,427.6801259,84.52385426,115.2482438,128.7070158,174.2622876,202.1513097,174.9478716,601.0311999,601.6553824,272.2639966,222.3195548,234.4090287,50,"['add', 'sub', 'mul', 'div']",,10,
535,0-matbench.csv,477.8169931,54.71432114,104.0724428,98.14893279,147.8865332,133.3984653,172.3939348,600.8259671,602.2311947,146.1494722,159.2733028,264.6093391,50,"['add', 'sub', 'mul', 'div']",,10,
536,0-matbench.csv,544.8231141,93.0668571,155.1641453,144.6229336,176.6471871,175.2879283,237.3757245,600.7509124,603.3751431,262.1858709,274.2613261,307.1239183,50,"['add', 'sub', 'mul', 'div']",,10,
537,0-matbench.csv,575.1554049,79.20894313,108.1116946,109.3289544,172.8692065,151.1838673,188.3218052,600.8174419,603.4471004,266.4397452,275.6262429,288.7977151,50,"['add', 'sub', 'mul', 'div']",,10,
538,0-matbench.csv,192.1134542,73.25200415,97.1298933,87.72560563,142.6868559,113.912091,182.9798071,601.1836293,601.2367423,226.0483339,219.356806,250.5144187,50,"['add', 'sub', 'mul', 'div']",,10,
539,0-matbench.csv,311.5829177,102.9630976,117.746031,97.92966784,174.4185941,167.2941101,252.2141115,603.6768293,602.4286342,294.2093008,264.2751927,349.4767289,50,"['add', 'sub', 'mul', 'div']",,10,
540,0-matbench.csv,483.3135777,171.2921166,115.6132208,114.0249192,251.1715713,234.5377883,259.9962197,600.9338791,601.6293364,190.1510353,193.7250593,329.1166567,50,"['add', 'sub', 'mul', 'div']",,10,
541,0-matbench.csv,234.310362,59.88563466,122.332846,131.893048,191.6981391,181.648497,243.7615038,600.6568477,602.2161641,106.3496714,123.5705736,319.1737988,50,"['add', 'sub', 'mul', 'div']",,10,
542,0-matbench.csv,428.0949258,126.5723863,99.16682817,106.3775821,263.8214053,197.914301,219.1320389,601.8464947,600.8516541,40.64541292,140.4801066,299.9998828,50,"['add', 'sub', 'mul', 'div']",,10,
543,0-matbench.csv,304.7941513,76.79719448,91.88315646,106.2090109,227.4394825,190.9134636,196.2288885,600.8246045,609.0237758,41.26536798,52.07389426,311.7332286,50,"['add', 'sub', 'mul', 'div']",,10,
544,0-matbench.csv,573.0212036,133.1750398,102.0890131,112.6639002,136.3949452,178.2898537,172.3939348,600.6292126,600.388154,235.0125012,197.428885,264.6093391,50,"['add', 'sub', 'mul', 'div']",,10,
545,0-matbench.csv,275.1263652,66.66062355,92.71318638,86.02797099,181.4523736,187.0394292,209.6407411,601.118185,603.2048073,172.5715439,246.758544,324.7434063,50,"['add', 'sub', 'mul', 'div']",,10,
546,0-matbench.csv,315.5407551,86.99772763,81.77648143,122.0265978,171.2843173,140.7079345,209.6407411,601.2679424,600.2613194,157.6782401,246.3079009,324.7434063,50,"['add', 'sub', 'mul', 'div']",,10,
547,0-matbench.csv,416.6555597,122.4666941,120.96562,117.290837,205.7617881,205.7958634,230.3322298,608.2161505,600.4524462,105.1581547,255.6280019,263.4639166,50,"['add', 'sub', 'mul', 'div']",,10,
548,0-matbench.csv,292.7435846,74.68813086,90.91827541,101.7367959,235.6357098,205.3544201,219.1320389,601.0392671,603.8358517,40.39003134,44.02180147,299.9998828,50,"['add', 'sub', 'mul', 'div']",,10,
549,0-matbench.csv,389.7502652,74.2249639,111.2235581,111.9633623,176.4018325,182.4120488,174.9478716,601.1047552,617.6155436,240.9238966,125.1405194,234.4090287,50,"['add', 'sub', 'mul', 'div']",,10,
550,0-xiongheight.csv,0.203021418,38.6745193,0.071086647,0.07506691,1.154067536,0.75125028,0.088084122,600.3753586,603.9534783,16.38835812,20.88966203,0.404209057,50,"['add', 'sub', 'mul', 'div']",,10,
551,0-xiongheight.csv,0.352809754,38.75063872,0.051266523,0.04541514,0.341092608,0.294674518,0.08793958,600.1324346,601.3720272,117.0420303,112.812398,0.364754835,50,"['add', 'sub', 'mul', 'div']",,10,
552,0-xiongheight.csv,0.253245235,39.15900779,0.056638833,0.061687175,0.424588249,0.267351971,0.064524138,600.4341757,600.2534831,171.2347233,128.4468887,0.379129808,50,"['add', 'sub', 'mul', 'div']",,10,
553,0-xiongheight.csv,0.553153395,36.24594784,0.146364938,0.146399397,0.946522264,1.045182535,0.146399397,600.4017141,611.2846675,25.11745429,21.73586226,0.383284652,50,"['add', 'sub', 'mul', 'div']",,10,
554,0-xiongheight.csv,0.143717485,38.75697112,0.082298987,0.072551699,0.302681766,0.283044236,0.08793958,609.072521,600.3818343,108.1704211,115.3076196,0.364754835,50,"['add', 'sub', 'mul', 'div']",,10,
555,0-xiongheight.csv,0.400788456,40.64905524,0.085445399,0.067222353,1.614213238,1.008672792,0.081381195,600.5345616,600.6065202,13.87531948,20.48703551,0.421460321,50,"['add', 'sub', 'mul', 'div']",,10,
556,0-xiongheight.csv,0.186692754,42.07022595,0.067036225,0.073285544,0.864089165,1.419426937,0.061049641,600.7787123,603.832515,32.55412459,16.95270896,0.340295462,50,"['add', 'sub', 'mul', 'div']",,10,
557,0-xiongheight.csv,0.300270226,25.86917901,0.06978518,0.086166117,0.842101229,0.239963849,0.09132482,600.5353754,604.7670076,21.24953914,172.1454067,0.378915886,50,"['add', 'sub', 'mul', 'div']",,10,
558,0-xiongheight.csv,0.256720448,39.46709943,0.054423,0.070357208,0.424748699,0.375637019,0.062622201,600.5242858,600.4350469,138.1502411,108.0738089,0.379156783,50,"['add', 'sub', 'mul', 'div']",,10,
559,0-xiongheight.csv,0.208831674,47.57090855,0.081666521,0.051001097,1.132360252,1.15610721,0.080903506,600.7963784,612.4556539,32.73563957,35.10156107,0.34551549,50,"['add', 'sub', 'mul', 'div']",,10,
560,0-xiongheight.csv,0.159694478,41.04956579,0.097675346,0.048848779,0.824063882,1.08581792,0.057145572,601.4530861,600.3610477,26.31190896,18.68989849,0.318909765,50,"['add', 'sub', 'mul', 'div']",,10,
561,0-xiongheight.csv,0.450265933,36.99630761,0.072770183,0.059941193,0.816331132,1.172532531,0.078206081,600.6738281,600.7575519,19.06293988,17.6888001,0.19152785,50,"['add', 'sub', 'mul', 'div']",,10,
562,0-xiongheight.csv,0.434477515,40.13739991,0.191276702,0.153535462,1.322023343,0.834905441,0.165293736,600.3440535,614.9083376,21.82936287,206.5508885,0.40525104,50,"['add', 'sub', 'mul', 'div']",,10,
563,0-xiongheight.csv,0.307071015,27.55516791,0.088933256,0.090825342,0.703723204,0.723382504,0.093282753,600.9343691,606.6357007,48.07778311,31.43151355,0.394204962,50,"['add', 'sub', 'mul', 'div']",,10,
564,0-xiongheight.csv,0.164983311,25.61641097,0.089407483,0.049581291,0.694592189,0.748973588,0.080673181,600.2415824,600.1609669,13.10028052,14.93715858,0.275327143,50,"['add', 'sub', 'mul', 'div']",,10,
565,0-xiongheight.csv,0.223447043,38.46287704,0.04395609,0.090811097,0.772378055,0.857575077,0.073684409,606.1484795,601.21434,28.89273,22.03692007,0.318935933,50,"['add', 'sub', 'mul', 'div']",,10,
566,0-xiongheight.csv,0.273036527,36.20349932,0.051067825,0.064048943,1.16705878,1.003894907,0.052253816,600.7890224,600.2499745,20.90625095,28.57743239,0.30446057,50,"['add', 'sub', 'mul', 'div']",,10,
567,0-xiongheight.csv,0.420706816,35.43621922,0.100592262,0.074826748,0.801050979,0.924980965,0.094742968,609.3611579,601.3826725,18.82215953,15.37456894,0.248863286,50,"['add', 'sub', 'mul', 'div']",,10,
568,0-xiongheight.csv,0.358569677,38.82700849,0.036504497,0.040139947,0.754148264,1.236573587,0.033262399,600.4348674,600.3627572,23.60081649,16.79875922,0.315799204,50,"['add', 'sub', 'mul', 'div']",,10,
569,0-xiongheight.csv,0.295351206,24.98257685,0.056716278,0.081941377,1.064933026,1.168410503,0.087765947,603.6967208,600.3856814,12.39490509,12.77242708,0.34099201,50,"['add', 'sub', 'mul', 'div']",,10,
570,0-xiongheight.csv,0.150600196,27.6267457,0.075836158,0.06186543,0.727227963,0.248694695,0.081572254,600.1484401,602.5870626,19.23552847,64.88045979,0.248052394,50,"['add', 'sub', 'mul', 'div']",,10,
571,0-xiongheight.csv,0.443582301,37.96946907,0.059150631,0.07102295,0.437513319,0.355924292,0.0711225,600.4928119,602.3104682,165.1055019,82.19963002,0.35682345,50,"['add', 'sub', 'mul', 'div']",,10,
572,0-xiongheight.csv,0.239501406,33.60996819,0.09781067,0.076537069,1.580025785,0.717119324,0.062515743,600.8070118,600.3996758,13.91494632,16.51005626,0.349648788,50,"['add', 'sub', 'mul', 'div']",,10,
573,0-xiongheight.csv,0.119502712,39.25109553,0.041375883,0.026929335,0.933616143,1.088854977,0.037294661,604.0389152,600.4105246,16.5299685,14.7802937,0.377738152,50,"['add', 'sub', 'mul', 'div']",,10,
574,0-xiongheight.csv,0.314202572,30.39344072,0.055888336,0.062399213,0.331016658,0.686541303,0.081027045,604.5887845,600.3909373,52.97898149,29.09809828,0.194359885,50,"['add', 'sub', 'mul', 'div']",,10,
575,0-xiongheight.csv,0.331472358,38.33456969,0.072103491,0.059076732,1.052405451,0.852627794,0.074611158,600.4964843,601.3084271,36.0558486,33.26509905,0.395808094,50,"['add', 'sub', 'mul', 'div']",,10,
576,0-xiongheight.csv,0.283232887,39.76332307,0.087546758,0.076154884,0.819566092,0.782591295,0.081381195,602.3964038,601.1432395,27.95415592,22.29307127,0.421460321,50,"['add', 'sub', 'mul', 'div']",,10,
577,0-xiongheight.csv,0.233131515,32.29571462,0.172345588,0.147758207,1.028969614,0.489123722,0.086585544,600.6254661,600.157407,24.35189652,41.02148628,0.31281023,50,"['add', 'sub', 'mul', 'div']",,10,
578,0-xiongheight.csv,0.491316975,44.5831399,0.053250244,0.053418519,0.245345636,0.589361684,0.081027045,609.5110683,600.3169489,114.4557133,53.77958465,0.194359885,50,"['add', 'sub', 'mul', 'div']",,10,
579,0-xiongheight.csv,0.416199574,47.61199856,0.156649391,0.156833676,1.401939585,0.557817187,0.146285422,600.513006,600.1711674,23.27864623,53.19012594,0.430518852,50,"['add', 'sub', 'mul', 'div']",,10,
580,0-xiongheight.csv,0.521236564,43.43161416,0.162257305,0.169988823,0.550834776,0.751470481,0.163793896,600.4889474,600.8589351,46.7496984,27.11604476,0.474900336,50,"['add', 'sub', 'mul', 'div']",,10,
581,0-xiongheight.csv,0.202195929,42.13478208,0.075906301,0.059867554,0.876804951,0.836449289,0.062515743,608.3960412,600.1153836,18.6219244,15.7070787,0.349648788,50,"['add', 'sub', 'mul', 'div']",,10,
582,0-xiongheight.csv,0.279081882,37.73920488,0.068833686,0.047414784,0.30377281,0.262861296,0.064551593,600.7402043,606.4347365,121.3227649,77.65336013,0.421052067,50,"['add', 'sub', 'mul', 'div']",,10,
583,0-xiongheight.csv,0.346109373,38.92117167,0.063266349,0.076979248,0.25227038,0.219140022,0.073761162,600.6205225,601.7554736,133.9624157,138.3131297,0.308521819,50,"['add', 'sub', 'mul', 'div']",,10,
584,0-xiongheight.csv,0.360858584,37.35703921,0.091823778,0.084957829,0.611488224,0.65164227,0.096066927,600.2011375,600.1370914,87.79071021,146.6482418,0.400340607,50,"['add', 'sub', 'mul', 'div']",,10,
585,0-xiongheight.csv,0.378330571,34.10994148,0.110884598,0.100218805,0.579540583,0.889091831,0.086637482,600.4596736,600.5998125,20.62458181,21.76499009,0.379166818,50,"['add', 'sub', 'mul', 'div']",,10,
586,0-xiongheight.csv,0.207068018,38.80162644,0.07467964,0.060796062,0.893584061,0.244044687,0.09132482,603.7694404,600.6876509,23.00072241,214.1003525,0.378915886,50,"['add', 'sub', 'mul', 'div']",,10,
587,0-xiongheight.csv,0.238294195,39.64776039,0.121729414,0.071835506,1.113815379,0.909106384,0.100369648,600.2608268,600.7691724,23.5181334,19.07067633,0.272181191,50,"['add', 'sub', 'mul', 'div']",,10,
588,0-xiongheight.csv,0.352961264,37.29716945,0.079042156,0.078960772,0.901187234,0.90956034,0.061660373,600.7045076,600.1731741,26.92940617,22.42767096,0.341660648,50,"['add', 'sub', 'mul', 'div']",,10,
589,0-xiongheight.csv,0.347062821,37.32754517,0.056167999,0.055377984,0.862490353,0.865347193,0.062622201,606.4911354,600.1511562,29.20886302,26.63635278,0.379156783,50,"['add', 'sub', 'mul', 'div']",,10,
590,0-xiongheight.csv,0.229782888,43.06885672,0.168890895,0.154597113,1.00874053,0.915092353,0.094710355,600.1479187,604.0525484,28.05920172,26.86363554,0.301601162,50,"['add', 'sub', 'mul', 'div']",,10,
591,0-xiongheight.csv,0.261573938,39.52293038,0.057268408,0.064044989,0.926829294,0.218419367,0.062622201,606.7827992,600.6612327,29.24725389,101.2026563,0.379156783,50,"['add', 'sub', 'mul', 'div']",,10,
592,0-xiongheight.csv,0.329897899,52.4908669,0.069577227,0.07439562,0.514603636,0.291783397,0.072744321,601.7162883,600.1040022,361.0233254,359.3059871,0.455025396,50,"['add', 'sub', 'mul', 'div']",,10,
593,0-xiongheight.csv,0.333104121,37.86199546,0.053887523,0.073712584,1.13068773,0.392008388,0.063362964,600.4971886,610.2294481,25.92663145,223.4240801,0.331480303,50,"['add', 'sub', 'mul', 'div']",,10,
594,0-xiongheight.csv,0.239955336,35.33517432,0.136360647,0.143471812,0.940184002,0.52982178,0.072167677,600.6611764,600.6695864,12.90327787,22.27633262,0.40734935,50,"['add', 'sub', 'mul', 'div']",,10,
595,0-xiongheight.csv,0.303372944,37.7778089,0.066720479,0.066761023,0.663194129,0.937489726,0.075580202,608.7455471,602.298492,36.19633651,20.52815914,0.334772073,50,"['add', 'sub', 'mul', 'div']",,10,
596,0-xiongheight.csv,0.24720665,25.44850492,0.07681113,0.06751442,0.737780892,0.362720416,0.081006563,600.5271542,600.060143,89.73696041,133.6867182,0.398763227,50,"['add', 'sub', 'mul', 'div']",,10,
597,0-xiongheight.csv,0.361670647,25.0769496,0.063322962,0.087981086,0.328427467,0.548250809,0.064524138,601.1481404,600.555311,145.6899629,83.4206531,0.379129808,50,"['add', 'sub', 'mul', 'div']",,10,
598,0-xiongheight.csv,0.420640562,35.79505157,0.154796,0.148173878,0.847185408,0.91485152,0.146399397,600.3837099,600.5825949,32.13766217,34.5756886,0.383284652,50,"['add', 'sub', 'mul', 'div']",,10,
599,0-xiongheight.csv,0.169275117,40.16606379,0.04133098,0.083676176,1.008609565,0.340443874,0.064524138,601.3123229,605.9649651,20.22460246,121.0587635,0.379129808,50,"['add', 'sub', 'mul', 'div']",,10,
600,0-xiongwidth.csv,0.954581815,47.48032284,0.17378716,0.238991785,0.836417059,0.947205847,0.200676101,600.801878,609.7679808,341.7861702,250.9866798,1.221780133,50,"['add', 'sub', 'mul', 'div']",,10,
601,0-xiongwidth.csv,0.476123149,40.32023501,0.25258047,0.302866817,1.718767711,1.937720193,0.215381434,600.1642535,602.4150882,35.17623234,32.02493787,1.007010173,50,"['add', 'sub', 'mul', 'div']",,10,
602,0-xiongwidth.csv,0.894607309,50.62428808,0.3220789,0.299231077,2.993982461,3.200414409,0.28300854,603.6017566,603.3752203,35.73475313,30.52180552,1.278090284,50,"['add', 'sub', 'mul', 'div']",,10,
603,0-xiongwidth.csv,1.047302399,36.72869396,0.187215241,0.195216162,0.812588243,0.55931994,0.213987476,600.4861369,600.2573028,218.6884084,203.88324,1.124685753,50,"['add', 'sub', 'mul', 'div']",,10,
604,0-xiongwidth.csv,0.480472375,24.33614993,0.142013241,0.194499822,2.612603984,2.263101439,0.196438555,603.7792542,605.7730906,19.04136038,24.23844934,1.286746205,50,"['add', 'sub', 'mul', 'div']",,10,
605,0-xiongwidth.csv,0.731159559,41.0892911,0.293147578,0.299651627,0.433389583,0.531020353,0.404161253,602.6099474,600.43451,212.4096305,142.0025852,1.145673233,50,"['add', 'sub', 'mul', 'div']",,10,
606,0-xiongwidth.csv,0.523508119,36.7957449,0.577360567,0.273889093,0.555914044,1.091038978,0.38306206,600.1843719,600.9811141,217.7250555,212.7332454,1.582484988,50,"['add', 'sub', 'mul', 'div']",,10,
607,0-xiongwidth.csv,0.953499816,36.55486679,0.216006002,0.17562979,0.680239985,0.583881388,0.200676101,600.2090547,600.492651,179.791167,159.6227074,1.221780133,50,"['add', 'sub', 'mul', 'div']",,10,
608,0-xiongwidth.csv,0.528428328,39.71699762,0.37656061,0.330107855,0.50469115,0.30934361,0.276915385,600.4331899,600.9366467,216.1738029,228.4376445,1.378664655,50,"['add', 'sub', 'mul', 'div']",,10,
609,0-xiongwidth.csv,0.574582575,51.74435306,0.424902549,0.467716182,0.798901273,1.029307777,0.363299348,601.5862021,600.3841858,248.7104759,309.4919624,1.27223379,50,"['add', 'sub', 'mul', 'div']",,10,
610,0-xiongwidth.csv,0.340975818,42.40431786,0.236504844,0.208726369,0.687822347,0.745597494,0.213987476,602.9745104,600.4631636,210.7003131,229.0417144,1.124685753,50,"['add', 'sub', 'mul', 'div']",,10,
611,0-xiongwidth.csv,0.271494463,40.40041327,0.209253761,0.181453272,1.703684516,2.372554506,0.321730949,600.3045983,600.4287293,28.78975606,28.6281786,1.617561168,50,"['add', 'sub', 'mul', 'div']",,10,
612,0-xiongwidth.csv,0.37948167,50.15314531,0.277004435,0.184447107,0.749246373,0.685315248,0.313663277,601.2014658,600.6145852,170.458457,88.73488164,1.33694169,50,"['add', 'sub', 'mul', 'div']",,10,
613,0-xiongwidth.csv,0.7170314,46.99690938,0.259147693,0.20865525,0.780381195,1.383648061,0.230078189,600.3805456,600.3299608,214.6336656,97.9535501,0.900920923,50,"['add', 'sub', 'mul', 'div']",,10,
614,0-xiongwidth.csv,0.519622643,50.43717504,0.244355289,0.288920403,2.173738072,2.203710997,0.287781057,601.189501,601.1391914,46.85519195,54.52687716,1.340902764,50,"['add', 'sub', 'mul', 'div']",,10,
615,0-xiongwidth.csv,0.655675423,44.64425349,0.450736349,0.185610971,2.420783102,3.710543264,0.379381645,600.8446593,601.959661,47.0686419,43.49963808,1.45495317,50,"['add', 'sub', 'mul', 'div']",,10,
616,0-xiongwidth.csv,0.88565081,44.53058481,0.215221578,0.206502661,0.57476063,0.427257195,0.233957437,600.2815824,607.4816875,306.2818613,270.7233942,1.253231911,50,"['add', 'sub', 'mul', 'div']",,10,
617,0-xiongwidth.csv,0.353295472,50.73085594,0.15844514,0.188037599,1.756370083,2.383656238,0.206508879,600.5811601,600.6495287,85.27029872,59.87616253,1.019961867,50,"['add', 'sub', 'mul', 'div']",,10,
618,0-xiongwidth.csv,0.832819875,42.63148284,0.183194939,0.192764818,0.704905822,0.496174888,0.266857944,600.7153795,600.4678173,319.851701,333.1256957,1.466887365,50,"['add', 'sub', 'mul', 'div']",,10,
619,0-xiongwidth.csv,0.867872864,43.58749247,0.210437943,0.16492214,1.824085192,1.719351676,0.321730949,600.935657,600.7461553,53.67522526,45.96948242,1.617561168,50,"['add', 'sub', 'mul', 'div']",,10,
620,0-xiongwidth.csv,0.628519535,43.53881121,0.384252145,0.131856007,3.343725583,1.730971675,0.123547331,600.1050925,601.4118609,47.84690309,101.7361906,0.558065718,50,"['add', 'sub', 'mul', 'div']",,10,
621,0-xiongwidth.csv,0.375331689,53.70179844,0.226587796,0.224916053,1.912771459,0.486394269,0.230078189,606.8580229,600.8626473,59.90867233,193.8879967,0.900920923,50,"['add', 'sub', 'mul', 'div']",,10,
622,0-xiongwidth.csv,0.335957087,44.87150359,0.239607391,0.183803534,0.841482376,0.530081285,0.269888956,601.2410233,600.2451911,327.1593244,337.5966301,1.38594596,50,"['add', 'sub', 'mul', 'div']",,10,
623,0-xiongwidth.csv,0.509068457,39.64982533,0.268990703,0.336184396,1.088146828,3.267823869,0.230168086,600.2162488,600.9574311,105.2824783,28.95619178,1.636234399,50,"['add', 'sub', 'mul', 'div']",,10,
624,0-xiongwidth.csv,0.48334586,53.01020813,0.250873942,0.248421931,0.492038707,0.394552708,0.233957437,600.2458797,600.3018401,307.3998764,316.1224046,1.253231911,50,"['add', 'sub', 'mul', 'div']",,10,
625,0-xiongwidth.csv,0.452657547,47.43445587,0.290743092,0.266357737,2.364184439,0.477167042,0.352747868,600.4301748,601.5786638,58.38421082,323.1510837,1.082032503,50,"['add', 'sub', 'mul', 'div']",,10,
626,0-xiongwidth.csv,0.661954021,43.07036996,0.172877759,0.181093853,0.439459512,0.861450923,0.209836391,600.5886731,600.3933637,291.6921785,267.2720089,1.11943553,50,"['add', 'sub', 'mul', 'div']",,10,
627,0-xiongwidth.csv,0.741026636,48.04573965,0.304223629,0.242325867,0.600360486,1.187126452,0.290691393,602.8161907,600.3509305,334.2508178,345.8105505,1.33293561,50,"['add', 'sub', 'mul', 'div']",,10,
628,0-xiongwidth.csv,1.387597814,44.65874028,0.320525352,0.406947879,1.814766362,4.570663981,0.366373989,645.4933002,601.1628897,41.02139521,45.09405637,1.534614443,50,"['add', 'sub', 'mul', 'div']",,10,
629,0-xiongwidth.csv,0.478951163,49.1200583,0.319752576,0.274451116,3.194738788,3.172563134,0.102427211,600.5324409,602.1340015,34.46149015,35.52510262,1.151895754,50,"['add', 'sub', 'mul', 'div']",,10,
630,0-xiongwidth.csv,0.75440779,49.14959717,0.408000345,0.189989063,0.396374324,3.296752785,0.412232306,603.7731042,600.4639854,287.7314425,40.65401983,1.452169317,50,"['add', 'sub', 'mul', 'div']",,10,
631,0-xiongwidth.csv,0.999189471,44.73029351,0.202875738,0.21139956,3.287083117,3.820774764,0.287838253,600.7334726,600.9719696,36.88131857,35.36201191,1.150180421,50,"['add', 'sub', 'mul', 'div']",,10,
632,0-xiongwidth.csv,1.150306748,42.75415659,0.301253706,0.26501318,2.080558262,2.553958008,0.230168086,600.8866732,601.7700765,45.46384501,49.6896987,1.636234399,50,"['add', 'sub', 'mul', 'div']",,10,
633,0-xiongwidth.csv,0.251651492,43.18110728,0.196987903,0.162933107,2.04367329,3.465325565,0.202920194,600.5932746,607.0449717,64.20741653,33.89790201,1.330904415,50,"['add', 'sub', 'mul', 'div']",,10,
634,0-xiongwidth.csv,0.427481623,48.6237042,0.295832711,0.383529967,2.645170974,3.323872657,0.379381645,600.6478107,602.6029696,33.68517256,31.97956824,1.45495317,50,"['add', 'sub', 'mul', 'div']",,10,
635,0-xiongwidth.csv,0.267091189,53.68466878,0.219567895,0.284419896,2.258630433,1.584070783,0.264747287,600.277591,600.2728145,60.55531573,74.09975719,0.743416019,50,"['add', 'sub', 'mul', 'div']",,10,
636,0-xiongwidth.csv,1.109267332,44.54434681,0.172689493,0.15880574,2.650794006,2.848397545,0.180066766,600.8690245,600.1730096,39.4767561,37.12371659,1.401475759,50,"['add', 'sub', 'mul', 'div']",,10,
